srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_3.keys,key_resp_3.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.rt,key_resp_3.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,feedback.started,msg1.started,text_3.started,key_resp_3.started,msg1.stopped,text_3.stopped,key_resp_3.stopped,feedback.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,trials.key_resp_2.rt,trials.key_resp_2.duration,trials.key_resp_3.rt,trials.key_resp_3.duration,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback3.started,text_7.started,text_8.started,key_resp_7.started,text_7.stopped,Feedback3.stopped,trials_2.key_resp_7.keys,trials_2.key_resp_7.corr,trials_2.key_resp_7.rt,trials_2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,text_8.stopped,key_resp_7.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,key_resp_5.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block10.key_resp_5.rt,block10.key_resp_5.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.94777460000100,395.9640829000020,395.9640829000020,431.99733130000100,space,36.02996699999860,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_015_M_HPY.png,1,1,6,6,up,O,O,O,O,N,O,3,n,0,0,0,n,1,up,1,1.139518500000120,None,0.8340188000001950,None,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0634418000010,,,,,,,,,432.04944380000200,432.0634418000010,433.4967511000000,433.4967511000000,433.9967467000020,433.9967467000020,434.7467656000010,434.7467656000010,435.24673560000200,435.24673560000200,435.24673560000200,435.24673560000200,435.24673560000200,435.24673560000200,435.24673560000200,435.24673560000200,3.2327304999998900,435.24673560000200,3.2496229999997000,435.4467313999990,435.4467313999990,435.4467313999990,435.4467313999990,435.4467313999990,435.4467313999990,435.4467313999990,,436.39724249999900,,,436.3986388000010,436.4133724000020,436.89669910000200,436.89669910000200,436.91336880000000,,,437.74719240000200,,,437.74881520000100,437.76335800000000,438.3133581000000,438.246932500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.139518500000120,None,up,1,0.8340188000001950,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_040_F_HPY.png,1,0,8,3,down,O,X,O,O,O,O,4,x,1,1,0,None,0,down,1,,,1.1747353999999200,None,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.3133581000000,,,,,,,,,438.2951717000000,438.3133581000000,439.746650699999,439.746650699999,440.24663520000100,440.24663520000100,440.9966256000010,440.9966256000010,441.49661880000000,441.49661880000000,441.49661880000000,441.49661880000000,441.49661880000000,441.49661880000000,441.49661880000000,441.49661880000000,3.2327365999990400,441.49661880000000,3.2496305999993600,441.6966242000020,441.6966242000020,441.6966242000020,441.6966242000020,441.6966242000020,441.6966242000020,441.6966242000020,443.69657970000100,443.6801904999990,,,443.68280479999900,443.69657970000100,444.1798994000020,444.1798994000020,444.19657500000200,,,445.36379020000100,,,445.36408720000000,445.3798766,445.92987430000000,445.8635512000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,,,down,1,1.1747353999999200,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_048_M_HPY.png,1,1,9,9,up,X,O,O,O,O,O,3,x,2,2,0,x,1,up,1,1.5534517999985800,None,0.9906780000019350,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.92987430000000,,,,,,,,,445.9119285000020,445.92987430000000,447.36316160000200,447.36316160000200,447.8631556,447.8631556,448.6131439000020,448.6131439000020,449.11314910000100,449.11314910000100,449.11314910000100,449.11314910000100,449.11314910000100,449.11314910000100,449.11314910000100,449.11314910000100,3.232654799998270,449.11314910000100,3.249547799998250,449.3131335000000,449.3131335000000,449.3131335000000,449.3131335000000,449.3131335000000,449.3131335000000,449.3131335000000,,450.6803514000020,,,450.6828920000010,450.6964516000010,451.1797793000010,451.1797793000010,451.196463100001,,,452.1803347000020,,,452.1806225,452.1964400000000,452.74642999999900,452.6800387000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.5534517999985800,None,up,1,0.9906780000019350,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_036_F_NUT.png,0,0,2,1,down,O,X,O,O,O,O,2,x,3,3,0,x,1,down,1,1.2969229999980600,None,0.6649126000011170,None,,,,,,,,,,,,,,,,,0,3,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.74642999999900,,,,,,,,,452.7275285000000,452.74642999999900,454.17973220000200,454.17973220000200,454.679731799999,454.679731799999,455.42971509999900,455.42971509999900,455.9297112000020,455.9297112000020,455.9297112000020,455.9297112000020,455.9297112000020,455.9297112000020,455.9297112000020,455.9297112000020,3.232685800001490,455.9297112000020,3.2495755000018100,456.1297020999990,456.1297020999990,456.1297020999990,456.1297020999990,456.1297020999990,456.1297020999990,456.1297020999990,,457.230266999999,,,457.2316161000020,457.2463508000000,457.7296602000020,457.7296602000020,457.7463319000020,,,458.39689290000000,,,458.3971803000020,458.4129907000020,458.9629911000010,458.89659029999900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.2969229999980600,None,down,1,0.6649126000011170,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_086_M_NUT.png,0,1,6,6,up,O,O,N,O,O,O,1,n,4,4,0,n,1,up,1,1.4715333999993200,None,0.6488695000007280,None,,,,,,,,,,,,,,,,,0,4,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.9629911000010,,,,,,,,,458.9448001000020,458.9629911000010,460.39629480000100,460.39629480000100,460.89626990000000,460.89626990000000,461.6462386000020,461.6462386000020,462.146267600001,462.146267600001,462.146267600001,462.146267600001,462.146267600001,462.146267600001,462.146267600001,462.146267600001,3.2326818000001400,462.146267600001,3.24957490000088,462.34626480000200,462.34626480000200,462.34626480000200,462.34626480000200,462.34626480000200,462.34626480000200,462.34626480000200,,463.63010380000200,,,463.6314368000020,463.64624360000000,464.1295643000010,464.1295643000010,464.14623850000100,,,464.78010220000200,,,464.78039210000100,464.79622520000000,465.3462309000020,465.2798103000020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.4715333999993200,None,up,1,0.6488695000007280,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_118_M_HPY.png,1,1,2,2,up,N,O,O,O,O,O,3,n,5,5,0,n,1,down,0,1.5530608000008200,None,0.7660726000030990,None,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.3462309000020,,,,,,,,,465.3280042000010,465.3462309000020,466.77948800000000,466.77948800000000,467.2795111000010,467.2795111000010,468.02949929999900,468.02949929999900,468.52948470000000,468.52948470000000,468.52948470000000,468.52948470000000,468.52948470000000,468.52948470000000,468.52948470000000,468.52948470000000,3.2327001000012400,468.52948470000000,3.2495784999991900,468.7294800999990,468.7294800999990,468.7294800999990,468.7294800999990,468.7294800999990,468.7294800999990,468.7294800999990,,470.09673660000000,,,470.0980899000020,470.1127944,470.59611620000200,470.59611620000200,470.61278820000000,,,471.36334200000100,,,471.3649652999990,471.37945000000000,471.9294288000020,471.8630181000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.5530608000008200,None,down,0,0.7660726000030990,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_142_F_NUT.png,0,0,9,3,down,O,O,O,O,O,X,2,x,6,6,0,n,0,down,1,1.5217041000032600,None,2.2961207999978800,None,,,,,,,,,,,,,,,,,0,6,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.9294288000020,,,,,,,,,471.91221810000200,471.9294288000020,473.36273320000000,473.36273320000000,473.8627287999990,473.8627287999990,474.61270650000000,474.61270650000000,475.1127081000010,475.1127081000010,475.1127081000010,475.1127081000010,475.1127081000010,475.1127081000010,475.1127081000010,475.1127081000010,3.232678100001070,475.1127081000010,3.249566700000290,475.3127009999990,475.3127009999990,475.3127009999990,475.3127009999990,475.3127009999990,475.3127009999990,475.3127009999990,,476.64657069999900,,,476.6491743000010,476.6626935000020,477.1459982000020,477.1459982000020,477.16267270000000,,,479.4465701000010,,,479.448180899999,479.4626444000020,480.01262470000100,479.946227299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,0,1.5217041000032600,None,down,1,2.2961207999978800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_097_M_NUT.png,0,1,9,9,up,N,O,O,O,O,O,1,n,7,7,0,n,1,up,1,1.8384996999993700,None,0.7604952999972740,None,,,,,,,,,,,,,,,,,0,7,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.01262470000100,,,,,,,,,479.993839499999,480.01262470000100,481.4459339999990,481.4459339999990,481.9459100000020,481.9459100000020,482.69591030000100,482.69591030000100,483.1958980999990,483.1958980999990,483.1958980999990,483.1958980999990,483.1958980999990,483.1958980999990,483.1958980999990,483.1958980999990,3.232641499998860,483.1958980999990,3.2495269999999400,483.39589910000000,483.39589910000000,483.39589910000000,483.39589910000000,483.39589910000000,483.39589910000000,483.39589910000000,,485.046392799999,,,485.048916300002,485.06254120000100,485.54585450000000,485.54585450000000,485.56251820000000,,,486.31304460000000,,,486.31333430000100,486.32918119999900,486.879166499999,486.81276760000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.8384996999993700,None,up,1,0.7604952999972740,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
1,DST_159_F_HPY.png,1,0,5,7,down,O,O,O,N,O,O,4,n,8,8,0,n,1,down,1,1.587367500000260,None,0.7912542999984000,None,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.879166499999,,,,,,,,,486.86571640000000,486.879166499999,488.312481500001,488.312481500001,488.8124667000010,488.8124667000010,489.5624589000000,489.5624589000000,490.0624413000010,490.0624413000010,490.0624413000010,490.0624413000010,490.0624413000010,490.0624413000010,490.0624413000010,490.0624413000010,3.2327184999994600,490.0624413000010,3.2495956999991900,490.26244640000000,490.26244640000000,490.26244640000000,490.26244640000000,490.26244640000000,490.26244640000000,490.26244640000000,,491.6629744999990,,,491.6643373000010,491.6790981000010,492.16241250000200,492.16241250000200,492.1790783000000,,,492.9629544999990,,,492.96324350000200,492.9790577999990,493.5290606000020,493.46265700000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,1.587367500000260,None,down,1,0.7912542999984000,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanita,1,2025-08-26_17h40.23.038,Working memory task,2024.2.4,60.62402736340870,2025-08-26 17h40.34.922713 +0530,
