srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_2.rt,key_resp_2.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,key_resp_2.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,text_10.stopped,key_resp_8.stopped,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,text_13.stopped,key_resp_9.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,FB1.started,FB1.stopped,key_resp_5.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block2.key_resp_5.rt,block2.key_resp_5.duration,FB2.started,FB2.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,FB3.started,FB3.stopped,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,FB4.started,FB4.stopped,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,FB5.started,FB5.stopped,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,FB6.started,FB6.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,FB7.started,FB7.stopped,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,FB8.started,FB8.stopped,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,FB9.started,FB9.stopped,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,FB10.started,FB10.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,FB11.started,FB11.stopped,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,FB12.started,FB12.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01323499996215105,0.029795399866998196,0.029795399866998196,834.6192850000225,space,834.5751067998353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_097_M_NUT.png,0,1,Y,Y,up,N,O,W,Z,O,O,1,n,0,0,0,None,0,up,1,2.6228370000608265,None,,,,,,,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.9328860999085,,,,,,,,,834.9145466999616,834.9328860999085,836.1328731998801,836.1328731998801,836.6328739000019,836.6328739000019,837.3828511999454,837.3828511999454,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,837.8828155000228,3.2468802998773754,3.2637769000139087,838.0828421998303,838.0828421998303,838.0828421998303,838.0828421998303,838.0828421998303,838.0828421998303,838.0828421998303,840.082804299891,840.0664087999612,None,0,840.0731701999903,840.082804299891,840.5661381999962,840.5661381999962,840.5827986998484,843.1999641999137,up,1,2.6228370000608265,None,843.20236009988,843.216088199988,843.8160830000415,843.6996813998558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_183_F_NUT.png,0,0,H,J,down,O,O,Z,V,O,X,2,x,1,1,0,None,0,None,0,,,,,,,,,,,,,,,,,,,,,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.8160830000415,,,,,,,,,843.802415400045,843.8160830000415,845.1994008000474,845.1994008000474,845.6993825999089,845.6993825999089,846.4493676000275,846.4493676000275,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,846.9493617999833,3.232710300013423,3.2496041001286358,847.1493587999139,847.1493587999139,847.1493587999139,847.1493587999139,847.1493587999139,847.1493587999139,847.1493587999139,849.1493255998939,849.1329208998941,None,0,849.13519179984,849.1493255998939,849.6326504000463,849.6326504000463,849.6493239998817,852.6162062999792,None,0,,,852.6200506000314,852.6326119999867,853.2159309999552,853.11618669983,852.6326119999867,852.6326119999867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_086_M_NUT.png,0,1,G,G,up,O,V,N,O,Z,O,1,n,2,2,0,None,0,None,0,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.2159309999552,,,,,,,,,853.2020717000123,853.2159309999552,854.6325749999378,854.6325749999378,855.1325580999255,855.1325580999255,855.8825487999711,855.8825487999711,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,856.3825413000304,3.2329300998244435,3.2498272999655455,856.5825328000356,856.5825328000356,856.5825328000356,856.5825328000356,856.5825328000356,856.5825328000356,856.5825328000356,858.582496299874,858.566117899958,None,0,858.5674733999185,858.582496299874,859.0658362999093,859.0658362999093,859.0825012000278,862.0493554000277,None,0,,,862.049621499842,862.0657836999744,862.6491241999902,862.5493691999,862.0657836999744,862.0657836999744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_029_F_NUT.png,0,0,T,T,up,H,O,O,X,O,W,2,x,3,3,0,None,0,None,0,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.6491241999902,,,,,,,,,862.629827399971,862.6491241999902,864.0657569998875,864.0657569998875,864.5657652998343,864.5657652998343,865.3157285000198,865.3157285000198,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,865.8157313999254,3.2329231000039726,3.2498288999777287,866.015722699929,866.015722699929,866.015722699929,866.015722699929,866.015722699929,866.015722699929,866.015722699929,868.0156874998938,867.999286300037,None,0,868.000656499993,868.0156874998938,868.499027099926,868.499027099926,868.5156419000123,871.4826714999508,None,0,,,871.4829495998565,871.4989759000018,872.082287899917,871.9825593999121,871.4989759000018,871.4989759000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_142_F_NUT.png,0,0,B,M,down,O,W,O,O,K,X,2,x,4,4,0,x,1,down,1,2.168715100036934,None,1.5841286000795662,None,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.082287899917,,,,,,,,,872.0769817999098,872.082287899917,873.4989360999316,873.4989360999316,873.9989292998798,873.9989292998798,874.7489108999725,874.7489108999725,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,875.2489122999832,3.2329311999492347,3.2498252000659704,875.4488947999198,875.4488947999198,875.4488947999198,875.4488947999198,875.4488947999198,875.4488947999198,875.4488947999198,,876.849484999897,x,1,876.8539171000011,876.8655498998705,877.3488717,877.3488717,877.3655367000028,879.5326924000401,down,1,2.168715100036934,None,879.534260599874,879.5488481000066,880.1322325998917,880.0324176999275,,,1.5841286000795662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_017_F_NUT.png,0,0,D,D,up,Z,O,N,H,O,O,2,n,5,5,0,n,1,up,1,1.7379272999241948,None,2.1261069998145103,None,,,,,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.1322325998917,,,,,,,,,880.1118683998939,880.1322325998917,881.5321336998604,881.5321336998604,882.0321350998711,882.0321350998711,882.7821013999637,882.7821013999637,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,883.2821319999639,3.232740900013596,3.2496494001243263,883.4821029999293,883.4821029999293,883.4821029999293,883.4821029999293,883.4821029999293,883.4821029999293,883.4821029999293,,885.4160201998893,n,1,885.4173800998833,885.4320677998476,885.9153791000135,885.9153791000135,885.9320496998262,887.6659013000317,up,1,1.7379272999241948,None,887.666186099872,887.6820059998427,888.2653467999771,888.1655891998671,,,2.1261069998145103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_016_M_NUT.png,0,1,A,H,down,O,K,O,H,O,N,1,n,6,6,0,x,0,down,1,1.6436632999684662,None,1.9362482000142336,None,,,,,,,,,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.2653467999771,,,,,,,,,888.2494276999496,888.2653467999771,889.665330799995,889.665330799995,890.1653411998414,890.1653411998414,890.9152909999248,890.9152909999248,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,891.4153123998549,3.2327298000454903,3.249597700079903,891.6153066998813,891.6153066998813,891.6153066998813,891.6153066998813,891.6153066998813,891.6153066998813,891.6153066998813,,893.3658532998525,x,0,893.3694884998258,893.3819440000225,893.8652755999938,893.8652755999938,893.8819309000392,895.5158016998321,down,1,1.6436632999684662,None,895.5160805999767,895.5319184998516,896.1318806000054,896.0155076999217,,,1.9362482000142336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_116_M_NUT.png,0,1,Z,B,down,O,O,W,N,Z,O,1,n,7,7,0,x,0,down,1,2.2018002001568675,None,1.739076100056991,None,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.1318806000054,,,,,,,,,896.1099067998584,896.1318806000054,897.5151972998865,897.5151972998865,898.0151963999961,898.0151963999961,898.7651916998439,898.7651916998439,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,899.2651865000371,3.2327032999601215,3.2495844000950456,899.4651837998535,899.4651837998535,899.4651837998535,899.4651837998535,899.4651837998535,899.4651837998535,899.4651837998535,,901.0157095999457,x,0,901.0170668999199,901.0318267999683,901.5151483998634,901.5151483998634,901.5318185000215,903.732749799965,down,1,2.2018002001568675,None,903.7330399998464,903.7485020000022,904.3283891999163,904.232495999895,,,1.739076100056991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
1,DST_026_M_NUT.png,0,1,K,A,down,K,O,O,X,O,H,1,x,8,8,0,x,1,up,0,1.3459754998330027,None,1.4862643000669777,None,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.3283891999163,,,,,,,,,904.3269105998334,904.3283891999163,905.732094099978,905.732094099978,906.2321259998716,906.2321259998716,906.9824077000376,906.9824077000376,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,907.4820631998591,3.232692199992016,3.249852400040254,907.682075599907,907.682075599907,907.682075599907,907.682075599907,907.682075599907,907.682075599907,907.682075599907,,908.9710864999797,x,1,908.9787621998694,908.9860514998436,909.4821868999861,909.4821868999861,909.4988370998763,910.8358540998306,up,0,1.3459754998330027,None,910.8380697998218,910.8484813999385,911.4367023999803,911.3327995999716,,,1.4862643000669777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP36,001,2026-01-27_17h28.52.089,WM-Letters,2024.2.4,61.032734912923786,2026-01-27 17h29.28.997879 +0530,
