srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,key_resp_2.stopped,text_10.stopped,key_resp_8.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,key_resp_5.stopped,text_13.stopped,key_resp_9.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015883299987763166,0.032453899970278144,0.032453899970278144,3.2825550000416115,space,3.228403800050728,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_016_M_NUT.png,0,1,A,H,down,O,K,O,H,O,N,1,n,0,0,0,n,1,2.119368899962865,None,up,0,1.2714367000153288,None,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5324001000262797,,,,,,,,,3.521269500022754,3.5324001000262797,4.782362199970521,4.782362199970521,5.282414900022559,5.282414900022559,6.032104199985042,6.032104199985042,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,6.532122200005688,3.232933000079356,3.249867600039579,6.73212970001623,6.73212970001623,6.73212970001623,6.73212970001623,6.73212970001623,6.73212970001623,6.73212970001623,8.665976000018418,n,1,2.119368899962865,None,8.672411400009878,8.682072900002822,9.165400400059298,9.165400400059298,9.18205439997837,10.449242700007744,up,0,1.2714367000153288,None,10.453289999975823,10.46537360001821,11.032035500044003,10.948963099974208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_026_M_NUT.png,0,1,K,A,down,K,O,O,X,O,H,1,x,1,1,0,None,0,,,None,0,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.032035500044003,,,,,,,,,11.020747400005348,11.032035500044003,12.448795999982394,12.448795999982394,12.948784000007436,12.948784000007436,13.698743500048295,13.698743500048295,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,14.198886699974537,3.2329789999639615,3.2499063999857754,14.39889219996985,14.39889219996985,14.39889219996985,14.39889219996985,14.39889219996985,14.39889219996985,14.39889219996985,16.382621900062077,None,0,,,16.38853870006278,16.398830199963413,16.882195199956186,16.882195199956186,16.898861599969678,19.86572330002673,None,0,,,19.865993099985644,19.88212950003799,20.44879499997478,20.365714199957438,16.398830199963413,19.88212950003799,19.88212950003799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_017_F_NUT.png,0,0,D,D,up,Z,O,N,H,O,O,2,n,2,2,0,n,1,1.4305974000599235,None,down,0,1.634364000055939,None,,,,,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.44879499997478,,,,,,,,,20.43738520005718,20.44879499997478,21.882106499979272,21.882106499979272,22.38209079997614,22.38209079997614,23.13207859999966,23.13207859999966,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,23.632094400003552,3.2328358999220654,3.2497432999080047,23.832082299981266,23.832082299981266,23.832082299981266,23.832082299981266,23.832082299981266,23.832082299981266,23.832082299981266,25.06606089998968,n,1,1.4305974000599235,None,25.06968469999265,25.082077900064178,25.56539999996312,25.56539999996312,25.582068599993363,27.21588689996861,down,0,1.634364000055939,None,27.216171200037934,27.232008900027722,27.798659999971278,27.715644699987024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_036_F_NUT.png,0,0,J,J,up,V,X,O,O,O,K,2,x,3,3,0,x,1,1.5445249999174848,None,up,1,1.520476800040342,None,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.798659999971278,,,,,,,,,27.783085100003518,27.798659999971278,29.215359800029546,29.215359800029546,29.71533419995103,29.71533419995103,30.46532700001262,30.46532700001262,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,30.965323099982925,3.2327533999923617,3.249652700033039,31.165311399963684,31.165311399963684,31.165311399963684,31.165311399963684,31.165311399963684,31.165311399963684,31.165311399963684,32.515901700011455,x,1,1.5445249999174848,None,32.51725929998793,32.531960600055754,33.015283399960026,33.015283399960026,33.031951599987224,34.54915980005171,up,1,1.520476800040342,None,34.550759400008246,34.56526539998595,35.131919000064954,35.0488817000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_086_M_NUT.png,0,1,G,G,up,O,V,N,O,Z,O,1,n,4,4,0,n,1,2.0010465000523254,None,up,1,0.8254213000182062,None,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.131919000064954,,,,,,,,,35.11221479997039,35.131919000064954,36.54857099999208,36.54857099999208,37.04855559999123,37.04855559999123,37.79854810005054,37.79854810005054,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,38.29854139999952,3.232683200039901,3.2496088000480086,38.49853430001531,38.49853430001531,38.49853430001531,38.49853430001531,38.49853430001531,38.49853430001531,38.49853430001531,40.31575079995673,n,1,2.0010465000523254,None,40.31710570002906,40.331819999963045,40.81516390002798,40.81516390002798,40.83184230001643,41.64904130005743,up,1,0.8254213000182062,None,41.64931750006508,41.6651652000146,42.215154799981974,42.148746000020765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_142_F_NUT.png,0,0,B,M,down,O,W,O,O,K,X,2,x,5,5,0,x,1,1.1688358000246808,None,up,0,1.4447915999917313,None,,,,,,,,,,,,,,,,,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.215154799981974,,,,,,,,,42.20854350004811,42.215154799981974,43.64846110006329,43.64846110006329,44.14845320000313,44.14845320000313,44.89843469997868,44.89843469997868,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,45.39841649995651,3.23276020004414,3.2495974000776187,45.598431600024924,45.598431600024924,45.598431600024924,45.598431600024924,45.598431600024924,45.598431600024924,45.598431600024924,46.58229319995735,x,1,1.1688358000246808,None,46.58460719999857,46.59841720003169,47.081748500000685,47.081748500000685,47.098407199955545,48.53224970004521,up,0,1.4447915999917313,None,48.53437670005951,48.548390400013886,49.09839629998896,49.03197640005965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_183_F_NUT.png,0,0,H,J,down,O,O,Z,V,O,X,2,x,6,6,0,x,1,0.8030805999878794,None,up,0,2.759540900005959,None,,,,,,,,,,,,,,,,,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.09839629998896,,,,,,,,,49.09354509995319,49.09839629998896,50.531691499985754,50.531691499985754,51.03168580005877,51.03168580005877,51.78167639998719,51.78167639998719,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,52.2816460999893,3.2327239000005648,3.2496660000178963,52.48162550001871,52.48162550001871,52.48162550001871,52.48162550001871,52.48162550001871,52.48162550001871,52.48162550001871,53.098878500051796,x,1,0.8030805999878794,None,53.100241799955256,53.1149952999549,53.598321400000714,53.598321400000714,53.614967399975285,56.365485599962994,up,0,2.759540900005959,None,56.365768300020136,56.381596800056286,56.94827040005475,56.86518950003665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_029_F_NUT.png,0,0,T,T,up,H,O,O,X,O,W,2,x,7,7,0,n,0,1.0898183999815956,None,down,0,1.4026419000001624,None,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.94827040005475,,,,,,,,,56.93511389999185,56.94827040005475,58.36490699998103,58.36490699998103,58.864900700049475,58.864900700049475,59.614893899997696,59.614893899997696,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,60.114891099976376,3.2327107000164688,3.2496119999559596,60.31487640005071,60.31487640005071,60.31487640005071,60.31487640005071,60.31487640005071,60.31487640005071,60.31487640005071,61.215402300003916,n,0,1.0898183999815956,None,61.21799979999196,61.23149380006362,61.71486399997957,61.71486399997957,61.731519800028764,63.13205739995465,down,0,1.4026419000001624,None,63.13233659998514,63.148164200014435,63.71484130003955,63.63179380004294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
1,DST_116_M_NUT.png,0,1,Z,B,down,O,O,W,N,Z,O,1,n,8,8,0,n,1,1.274586100014858,None,down,1,1.0271408999105915,None,,,,,,,,,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.71484130003955,,,,,,,,,63.69939219998196,63.71484130003955,65.13145300000906,65.13145300000906,65.63145980006084,65.63145980006084,66.38144869997632,66.38144869997632,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,66.88145410001744,3.232715400052257,3.249619200010784,67.08144320000429,67.08144320000429,67.08144320000429,67.08144320000429,67.08144320000429,67.08144320000429,67.08144320000429,68.16533770004753,n,1,1.274586100014858,None,68.16791489999741,68.18143490003422,68.66475680004805,68.66475680004805,68.68142250005621,69.69860020000488,down,1,1.0271408999105915,None,69.70018579997122,69.71474299998954,70.28138649999164,70.19833190005738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP21,001,2026-01-16_13h46.00.394,WM-Letters,2024.2.4,61.21048634654897,2026-01-16 13h47.12.902880 +0530,
