srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,FB1.started,FB1.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,FB2.started,FB2.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,FB3.started,FB3.stopped,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,FB4.started,FB4.stopped,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,FB5.started,FB5.stopped,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,FB6.started,FB6.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,FB7.started,FB7.stopped,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,FB8.started,FB8.stopped,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,key_resp_2.stopped,FB9.started,FB9.stopped,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,FB10.started,FB10.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,FB11.started,FB11.stopped,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,FB12.started,FB12.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01130739995278418,0.027876699808984995,0.027876699808984995,0.8679872998036444,space,0.7801617998629808,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_116_M_NUT.png,0,1,Z,B,down,O,O,W,N,Z,O,1,n,0,0,0,n,1,0.6346822998020798,None,down,1,0.6577055000234395,None,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1111800000071526,,,,,,,,,1.0969455998856574,1.1111800000071526,2.377871699864045,2.377871699864045,2.8778758998960257,2.8778758998960257,3.627790599828586,3.627790599828586,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,4.127799799898639,3.24316900013946,3.2600704999640584,4.327783299842849,4.327783299842849,4.327783299842849,4.327783299842849,4.327783299842849,4.327783299842849,4.327783299842849,4.778334599919617,n,1,0.6346822998020798,None,4.78508839989081,4.794455099850893,5.277816299814731,5.277816299814731,5.29447939991951,5.945012699812651,down,1,0.6577055000234395,None,5.947415799833834,5.961110899923369,6.5277665997855365,6.4447098998352885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_086_M_NUT.png,0,1,G,G,up,O,V,N,O,Z,O,1,n,1,1,0,x,0,0.8794282001908869,None,down,0,0.06814339989796281,None,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5277665997855365,,,,,,,,,6.523570799967274,6.5277665997855365,7.944553399924189,7.944553399924189,8.444529399974272,8.444529399974272,9.194522299803793,9.194522299803793,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,9.694513999857008,3.2328248999547213,3.249716999940574,9.894522999878973,9.894522999878973,9.894522999878973,9.894522999878973,9.894522999878973,9.894522999878973,9.894522999878973,10.578439799835905,x,0,0.8794282001908869,None,10.58386049978435,10.594558799872175,11.077850200003013,11.077850200003013,11.094543999992311,11.161749399965629,down,0,0.06814339989796281,None,11.16405209992081,11.177880599861965,11.744533999823034,11.66146789980121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_142_F_NUT.png,0,0,B,M,down,O,W,O,O,K,X,2,x,2,2,0,x,1,0.9358300000894815,None,down,1,0.6681220000609756,None,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.744533999823034,,,,,,,,,11.737064199987799,11.744533999823034,13.161263899877667,13.161263899877667,13.661220799898729,13.661220799898729,14.411231599980965,14.411231599980965,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,14.911241099936888,3.232805599924177,3.2497119000181556,15.111233299830928,15.111233299830928,15.111233299830928,15.111233299830928,15.111233299830928,15.111233299830928,15.111233299830928,15.861769299954176,x,1,0.9358300000894815,None,15.866298399865627,15.877890599891543,16.361214499920607,16.361214499920607,16.37787689990364,17.04503249982372,down,1,0.6681220000609756,None,17.046606599818915,17.061203199904412,17.62786929984577,17.54479069984518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_026_M_NUT.png,0,1,K,A,down,K,O,O,X,O,H,1,x,3,3,0,x,1,0.704535499913618,None,down,1,0.40084920008666813,None,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62786929984577,,,,,,,,,17.616756899980828,17.62786929984577,19.04450949979946,19.04450949979946,19.54450749978423,19.54450749978423,20.294492199784145,20.294492199784145,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,20.79449149989523,3.232759799808264,3.2496960000135005,20.99447749997489,20.99447749997489,20.99447749997489,20.99447749997489,20.99447749997489,20.99447749997489,20.99447749997489,21.51170519995503,x,1,0.704535499913618,None,21.513926099985838,21.52780819986947,22.01112879998982,22.01112879998982,22.027798799797893,22.428379899822176,down,1,0.40084920008666813,None,22.4286654999014,22.444452999858186,23.02778819995001,22.928054299904034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_097_M_NUT.png,0,1,Y,Y,up,N,O,W,Z,O,O,1,n,4,4,0,x,0,0.8062507999129593,None,down,0,0.18469189992174506,None,,,,,,,,,,,,,,,,,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02778819995001,,,,,,,,,23.01873129978776,23.02778819995001,24.427757299970835,24.427757299970835,24.92775459983386,24.92775459983386,25.677748599788174,25.677748599788174,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,26.1777371999342,3.2327131000347435,3.249598199967295,26.377737799892202,26.377737799892202,26.377737799892202,26.377737799892202,26.377737799892202,26.377737799892202,26.377737799892202,26.994969699997455,x,0,0.8062507999129593,None,26.997564599849284,27.01106149982661,27.494375799782574,27.494375799782574,27.51105219987221,27.69487539981492,down,0,0.18469189992174506,None,27.69649129989557,27.711059199878946,28.294376799836755,28.194611799903214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_183_F_NUT.png,0,0,H,J,down,O,O,Z,V,O,X,2,x,5,5,0,x,1,0.84308320004493,None,down,1,0.3840583001729101,None,,,,,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.294376799836755,,,,,,,,,28.28126379987225,28.294376799836755,29.694352799793705,29.694352799793705,30.19433470000513,30.19433470000513,30.944328599842265,30.944328599842265,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,31.444328699959442,3.2327576999086887,3.249663900118321,31.64432349987328,31.64432349987328,31.64432349987328,31.64432349987328,31.64432349987328,31.64432349987328,31.64432349987328,32.29485099995509,x,1,0.84308320004493,None,32.29847859987058,32.31097899982706,32.794306699885055,32.794306699885055,32.810973699903116,33.19482899992727,down,1,0.3840583001729101,None,33.19639609986916,33.210974799934775,33.79429589980282,33.69458819995634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_029_F_NUT.png,0,0,T,T,up,H,O,O,X,O,W,2,x,6,6,0,n,0,0.6516208001412451,None,down,0,0.45644170022569597,None,,,,,,,,,,,,,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.79429589980282,,,,,,,,,33.77872009994462,33.79429589980282,35.19427350000478,35.19427350000478,35.69425199995749,35.69425199995749,36.4442485999316,36.4442485999316,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,36.94424039986916,3.232736899983138,3.2496238998137414,37.144241999834776,37.144241999834776,37.144241999834776,37.144241999834776,37.144241999834776,37.144241999834776,37.144241999834776,37.6115192999132,n,0,0.6516208001412451,None,37.61409759987146,37.62756960000843,38.110902699874714,38.110902699874714,38.12756679998711,38.57808379991911,down,0,0.45644170022569597,None,38.57970209978521,38.594222699990496,39.16088079987094,39.07783599989489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_017_F_NUT.png,0,0,D,D,up,Z,O,N,H,O,O,2,n,7,7,0,x,0,0.9513497999869287,None,up,1,0.31479169987142086,None,,,,,,,,,,,,,,,,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16088079987094,,,,,,,,,39.15408539981581,39.16088079987094,40.57752739987336,40.57752739987336,41.07751649990678,41.07751649990678,41.82750259991735,41.82750259991735,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,42.327498599886894,3.232731099938974,3.2496416999492794,42.52749569993466,42.52749569993466,42.52749569993466,42.52749569993466,42.52749569993466,42.52749569993466,42.52749569993466,43.29476329986937,x,0,0.9513497999869287,None,43.296117099933326,43.310819200007245,43.79415179998614,43.79415179998614,43.810819800011814,44.1113857999444,up,1,0.31479169987142086,None,44.11295409989543,44.12747700000182,44.69413009984419,44.61107769981027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
1,DST_036_F_NUT.png,0,0,J,J,up,V,X,O,O,O,K,2,x,8,8,0,x,1,0.920462500071153,None,up,1,0.36420850013382733,None,,,,,,,,,,,,,,,,,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.69413009984419,,,,,,,,,44.690032799961045,44.69413009984419,46.11054149991833,46.11054149991833,46.61050569987856,46.61050569987856,47.36047749989666,47.36047749989666,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,47.860441599972546,3.2324057000223547,3.2493507999461144,48.06047809985466,48.06047809985466,48.06047809985466,48.06047809985466,48.06047809985466,48.06047809985466,48.06047809985466,48.794316599844024,x,1,0.920462500071153,None,48.796876000007614,48.810469899792224,49.293798099970445,49.293798099970445,49.310459499945864,49.66106799989939,up,1,0.36420850013382733,None,49.661348999943584,49.677125399932265,50.2437775998842,50.160719899926335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP24,001,2026-01-19_12h51.59.571,WM-Letters,2024.2.4,60.0562366967344,2026-01-19 12h52.12.826560 +0530,
