srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,key_resp_5.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00824819999979809,0.02482140000211080,0.02482140000211080,4.043916900001930,space,4.011942500015720,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.049618599994570,4.0499208999972300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.049946399987680,4.058101300004640,4.058101300004640,5.525194799993190,space,1.464338800025870,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.529386399983200,5.541383100004170,5.541383100004170,42.941294799995400,space,37.389780400000700,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_040_F_HPY.png,1,0,D,L,down,H,X,O,O,O,K,4,x,0,0,0,n,0,1.6600000000034900,None,down,1,1.7272750999836700,None,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.090771499992100,,,,,,,,,,,,,,,,,,,,,,,,,43.07254490000200,43.090771499992100,44.44074729998830,44.44074729998830,44.94073040000510,44.94073040000510,45.69071840000110,45.69071840000110,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,46.190714399999700,3.2327517999801800,3.2496835999772900,46.390713500004500,46.390713500004500,46.390713500004500,46.390713500004500,46.390713500004500,46.390713500004500,46.390713500004500,47.857988799980400,n,0,1.6600000000034900,None,47.86063660000220,47.87402379998820,47.87402379998820,49.60782939998900,down,1,1.7272750999836700,None,49.611863700003600,49.62398420000680,50.1906605999975,50.10760269997990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_137_F_HPY.png,1,0,K,K,up,N,W,O,V,O,O,4,n,1,1,0,x,0,1.2040176000155000,None,down,0,0.943381600023713,None,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1906605999975,,,,,,,,,,,,,,,,,,,,,,,,,50.177630999998700,50.1906605999975,51.607293399982200,51.607293399982200,52.107279899995800,52.107279899995800,52.85724199999820,52.85724199999820,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,53.35724419998590,3.232742899999720,3.249643900024240,53.55727200000550,53.55727200000550,53.55727200000550,53.55727200000550,53.55727200000550,53.55727200000550,53.55727200000550,54.57455759998990,x,0,1.2040176000155000,None,54.575714100006700,54.590592799999300,54.590592799999300,55.541112200007800,down,0,0.943381600023713,None,55.54429170000370,55.55724120000380,56.10719379998050,56.040810899983600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_118_M_HPY.png,1,1,V,V,up,N,K,O,O,H,O,3,n,2,2,0,x,0,1.5923489000124400,None,down,0,1.167623800021830,None,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.10719379998050,,,,,,,,,,,,,,,,,,,,,,,,,56.09713579999520,56.10719379998050,57.54052419998330,57.54052419998330,58.04051970000730,58.04051970000730,58.790509099984800,58.790509099984800,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,59.29049369998390,3.2326953999872800,3.24960199999623,59.49049060000110,59.49049060000110,59.49049060000110,59.49049060000110,59.49049060000110,59.49049060000110,59.49049060000110,60.8910047999816,x,0,1.5923489000124400,None,60.892178399983100,60.90710620000030,60.90710620000030,62.090963399998100,down,0,1.167623800021830,None,62.0912475999794,62.1071175999823,62.657096199982300,62.59070129998150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_086_M_NUT.png,0,1,J,J,up,O,O,N,Z,O,V,1,n,3,3,0,n,1,1.37796470001922,None,up,1,1.2853441000042900,None,,,,,,,,,,,,,,,,,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.657096199982300,,,,,,,,,,,,,,,,,,,,,,,,,62.643637700006400,62.657096199982300,64.09040399998780,64.09040399998780,64.59040429999000,64.59040429999000,65.3403937999974,65.3403937999974,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,65.84040459999230,3.23274749997654,3.2496858999948000,66.04038629998100,66.04038629998100,66.04038629998100,66.04038629998100,66.04038629998100,66.04038629998100,66.04038629998100,67.22431359998880,n,1,1.37796470001922,None,67.22546449999210,67.2403653000074,67.2403653000074,68.54085950000440,up,1,1.2853441000042900,None,68.54245389997960,68.5570144999947,69.10700769998950,69.04058939998500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_071_M_HPY.png,1,1,C,K,down,O,V,O,Z,O,X,3,x,4,4,0,x,1,1.3848474000114900,None,up,0,1.1005452999961600,None,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.10700769998950,,,,,,,,,,,,,,,,,,,,,,,,,69.09936209997980,69.10700769998950,70.54031379998200,70.54031379998200,71.04030659998530,71.04030659998530,71.79028909999760,71.79028909999760,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,72.29028439999090,3.232755700009880,3.249635300016960,72.49027379998010,72.49027379998010,72.49027379998010,72.49027379998010,72.49027379998010,72.49027379998010,72.49027379998010,73.69087479999870,x,1,1.3848474000114900,None,73.69204560000800,73.70693129999560,73.70693129999560,74.82410100000560,up,0,1.1005452999961600,None,74.82572520000390,74.84024339998720,75.39024819998300,75.32380329997980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
1,DST_159_F_HPY.png,1,0,K,M,down,V,O,Z,N,O,O,4,n,5,5,0,n,1,1.605940500012370,None,up,0,1.3239850999962100,None,,,,,,,,,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.39024819998300,,,,,,,,,,,,,,,,,,,,,,,,,75.38436450000150,75.39024819998300,76.82351729998480,76.82351729998480,77.323538800003,77.323538800003,78.07349169999360,78.07349169999360,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,78.57351129999730,3.2327390999998900,3.249631600017890,78.77350599999770,78.77350599999770,78.77350599999770,78.77350599999770,78.77350599999770,78.77350599999770,78.77350599999770,80.1907446999976,n,1,1.605940500012370,None,80.19282060000110,80.2068278999941,80.2068278999941,81.54066229998720,up,0,1.3239850999962100,None,81.5409485999844,81.5567955999868,82.10678579998790,82.0403951999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP506,1,2026-01-08_14h03.55.944,WM-Letters,2024.2.4,60.61994808090210,2026-01-08 14h04.11.985642 +0530,
