srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,FB1.started,FB1.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,FB2.started,FB2.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,FB3.started,FB3.stopped,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,FB4.started,FB4.stopped,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,FB5.started,FB5.stopped,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,FB6.started,FB6.stopped,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,FB7.started,FB7.stopped,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,text_8.stopped,key_resp_7.stopped,FB8.started,FB8.stopped,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,FB9.started,FB9.stopped,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,FB10.started,FB10.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,FB11.started,FB11.stopped,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,FB12.started,FB12.stopped,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013250799849629402,0.029851000057533383,0.029851000057533383,14.239784799981862,space,14.141793199814856,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_029_F_NUT.png,0,0,T,T,up,H,O,O,X,O,W,2,x,0,0,0,x,1,0.7675106001552194,None,up,1,0.5024031999055296,None,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.496417899848893,,,,,,,,,14.48981609987095,14.496417899848893,15.746444799937308,15.746444799937308,16.246522299945354,16.246522299945354,16.996489000041038,16.996489000041038,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,17.513160299975425,3.2400372999254614,3.273685700027272,17.696480799932033,17.696480799932033,17.696480799932033,17.696480799932033,17.696480799932033,17.696480799932033,17.696480799932033,18.29700779984705,x,1,0.7675106001552194,None,18.303350399946794,18.313148299930617,18.796484400052577,18.796484400052577,18.813132399925962,19.313667600043118,up,1,0.5024031999055296,None,19.316079800017178,19.329789999872446,19.92978799995035,19.81337899994105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_116_M_NUT.png,0,1,Z,B,down,O,O,W,N,Z,O,1,n,1,1,0,n,1,0.8471125001087785,None,down,1,0.6344703999347985,None,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92978799995035,,,,,,,,,19.91646229987964,19.92978799995035,21.313100300030783,21.313100300030783,21.813078599981964,21.813078599981964,22.563064999878407,22.563064999878407,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,23.06306239985861,3.2327076999936253,3.24960199999623,23.263057000003755,23.263057000003755,23.263057000003755,23.263057000003755,23.263057000003755,23.263057000003755,23.263057000003755,23.91362089989707,n,1,0.8471125001087785,None,23.915871300036088,23.929705400019884,24.413041099905968,24.413041099905968,24.429703600006178,25.063580099958926,down,1,0.6344703999347985,None,25.06385919987224,25.079712399980053,25.646352199837565,25.563281300012022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_016_M_NUT.png,0,1,A,H,down,O,K,O,H,O,N,1,n,2,2,0,n,1,1.071294799912721,None,down,1,0.7429508999921381,None,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.646352199837565,,,,,,,,,25.64144549984485,25.646352199837565,27.063005100004375,27.063005100004375,27.562973799882457,27.562973799882457,28.312967099947855,28.312967099947855,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,28.8129767999053,3.2327137000393122,3.249592199921608,29.012962499866262,29.012962499866262,29.012962499866262,29.012962499866262,29.012962499866262,29.012962499866262,29.012962499866262,29.896829099860042,n,1,1.071294799912721,None,29.898878199979663,29.91294669988565,30.39628139999695,30.39628139999695,30.412923299940303,31.146809600060806,down,1,0.7429508999921381,None,31.147091999882832,31.162943599978462,31.729594700038433,31.646529200021178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_183_F_NUT.png,0,0,H,J,down,O,O,Z,V,O,X,2,x,3,3,0,x,1,0.8386208000592887,None,down,1,0.6430403999984264,None,,,,,,,,,,,,,,,,,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.729594700038433,,,,,,,,,31.72602259996347,31.729594700038433,33.1462154998444,33.1462154998444,33.64623579988256,33.64623579988256,34.39622059999965,34.39622059999965,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,34.89620759990066,3.232728200033307,3.249610000057146,35.096213599899784,35.096213599899784,35.096213599899784,35.096213599899784,35.096213599899784,35.096213599899784,35.096213599899784,35.74676400003955,x,1,0.8386208000592887,None,35.74930409993976,35.762879099929705,36.24620159994811,36.24620159994811,36.2628705999814,36.89684609998949,down,1,0.6430403999984264,None,36.89713169983588,36.91285379999317,37.512857999885455,37.39652629988268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_142_F_NUT.png,0,0,B,M,down,O,W,O,O,K,X,2,x,4,4,0,x,1,1.1447153999470174,None,down,1,0.5931372998747975,None,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.512857999885455,,,,,,,,,37.500065699918196,37.512857999885455,38.896164200035855,38.896164200035855,39.39613109990023,39.39613109990023,40.14613469992764,40.14613469992764,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,40.646101699909195,3.2326359001453966,3.249538900097832,40.84612889983691,40.84612889983691,40.84612889983691,40.84612889983691,40.84612889983691,40.84612889983691,40.84612889983691,41.796750999987125,x,1,1.1447153999470174,None,41.79921169998124,41.81283129984513,42.29610239993781,42.29610239993781,42.31276199989952,42.896720699965954,down,1,0.5931372998747975,None,42.89700009999797,42.91276549990289,43.49608369986527,43.39639679994434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_086_M_NUT.png,0,1,G,G,up,O,V,N,O,Z,O,1,n,5,5,0,x,0,1.0964220999740064,None,up,1,0.602477400097996,None,,,,,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.49608369986527,,,,,,,,,43.47637759987265,43.49608369986527,44.89605650003068,44.89605650003068,45.39606889989227,45.39606889989227,46.14604200003669,46.14604200003669,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,46.64602690003812,3.2326303999871016,3.2495500000659376,46.846022999845445,46.846022999845445,46.846022999845445,46.846022999845445,46.846022999845445,46.846022999845445,46.846022999845445,47.746611800044775,x,0,1.0964220999740064,None,47.75201439997181,47.7626670000609,48.24600169993937,48.24600169993937,48.26266649994068,48.863273499999195,up,1,0.602477400097996,None,48.863609599880874,48.87932899990119,49.445974400034174,49.36297339992598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_017_F_NUT.png,0,0,D,D,up,Z,O,N,H,O,O,2,n,6,6,0,n,1,1.1518361000344157,None,up,1,0.6659080998506397,None,,,,,,,,,,,,,,,,,0,6,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.445974400034174,,,,,,,,,49.44069950003177,49.445974400034174,50.86236949986778,50.86236949986778,51.362322099972516,51.362322099972516,52.11234869994223,52.11234869994223,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,52.612328599905595,3.2323956000618637,3.249280899995938,52.81239670002833,52.81239670002833,52.81239670002833,52.81239670002833,52.81239670002833,52.81239670002833,52.81239670002833,53.779662099899724,n,1,1.1518361000344157,None,53.78341569984332,53.79574849992059,54.27895709988661,54.27895709988661,54.29565969994292,54.94628080003895,up,1,0.6659080998506397,None,54.94656139984727,54.96232849988155,55.52897990006022,55.44599479995668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_036_F_NUT.png,0,0,J,J,up,V,X,O,O,O,K,2,x,7,7,0,x,1,0.9168390000704676,None,up,1,0.8638943999540061,None,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52897990006022,,,,,,,,,55.52313919994049,55.52897990006022,56.94563309988007,56.94563309988007,57.44560079998337,57.44560079998337,58.19560259999707,58.19560259999707,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,58.695658299839124,3.232683500042185,3.2497264000121504,58.89560479996726,58.89560479996726,58.89560479996726,58.89560479996726,58.89560479996726,58.89560479996726,58.89560479996726,59.62951770005748,x,1,0.9168390000704676,None,59.63087969995104,59.645596700022,60.12889359984547,60.12889359984547,60.14559630001895,60.99614900001325,up,1,0.8638943999540061,None,60.99643149995245,61.012212899979204,61.59558289987035,61.495910400059074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
1,DST_026_M_NUT.png,0,1,K,A,down,K,O,O,X,O,H,1,x,8,8,0,x,1,0.8681692001409829,None,down,1,0.8652359999250621,None,,,,,,,,,,,,,,,,,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.59558289987035,,,,,,,,,61.586384299909696,61.59558289987035,62.99556720000692,62.99556720000692,63.49550299998373,63.49550299998373,64.24562369985506,64.24562369985506,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,64.74562119995244,3.232806700048968,3.2497227999847382,64.94562239991501,64.94562239991501,64.94562239991501,64.94562239991501,64.94562239991501,64.94562239991501,64.94562239991501,65.62961559998803,x,1,0.8681692001409829,None,65.6310049998574,65.64564360002987,66.12892519985326,66.12892519985326,66.14562530000694,66.99628499988467,down,1,0.8652359999250621,None,66.99657039996237,67.0123260000255,67.59564299997874,67.49599949992262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP27,001,2026-01-20_15h32.28.876,WM-Letters,2024.2.4,60.028009100628545,2026-01-20 15h32.43.752950 +0530,
