srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,Prac1.thisRepN,Prac1.thisTrialN,Prac1.thisN,Prac1.thisIndex,Prac2.thisRepN,Prac2.thisTrialN,Prac2.thisN,Prac2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,key_resp_2.started,p_port.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,Prac1.key_resp_2.keys,Prac1.key_resp_2.corr,Prac1.key_resp_2.rt,Prac1.key_resp_2.duration,Feedback5.started,msg1_2.started,text_10.started,key_resp_8.started,msg1_2.stopped,text_10.stopped,key_resp_8.stopped,Feedback5.stopped,Prac1.key_resp_8.keys,Prac1.key_resp_8.corr,Feedback6.started,text_11.started,text_11.stopped,Feedback6.stopped,Prac1.key_resp_8.rt,Prac1.key_resp_8.duration,key_resp_2.stopped,reset_accu.started,reset_accu.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,key_resp_5.started,p_port_2.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,Prac2.key_resp_5.keys,Prac2.key_resp_5.corr,Prac2.key_resp_5.rt,Prac2.key_resp_5.duration,Feedback7.started,text_12.started,text_13.started,key_resp_9.started,text_12.stopped,text_13.stopped,key_resp_9.stopped,Feedback7.stopped,Prac2.key_resp_9.keys,Prac2.key_resp_9.corr,Feedback8.started,text_14.started,text_14.stopped,Feedback8.stopped,Prac2.key_resp_9.rt,Prac2.key_resp_9.duration,key_resp_5.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,feedback.started,text_3.started,key_resp_3.started,feedback.stopped,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,text_3.stopped,key_resp_3.stopped,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,Feedback3.started,text_8.started,key_resp_7.started,Feedback3.stopped,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block3.key_resp_2.rt,block3.key_resp_2.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,text_8.stopped,key_resp_7.stopped,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008114399970509112,0.0246835999423638,0.0246835999423638,7.277197599993087,space,7.246340100071393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_016_M_NUT.png,0,1,A,H,down,O,K,O,H,O,N,1,n,0,0,0,n,1,1.0973871999885887,None,None,0,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4913178000133485,,,,,,,,,7.483250299934298,7.4913178000133485,8.791306799976155,8.791306799976155,9.291284200036898,9.291284200036898,10.041268600034527,10.041268600034527,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,10.541273899958469,3.247400499996729,3.2643364999676123,10.741258000023663,10.741258000023663,10.741258000023663,10.741258000023663,10.741258000023663,10.741258000023663,10.741258000023663,11.641857599955983,n,1,1.0973871999885887,None,11.649605499929748,11.657924499944784,12.141248099971563,12.141248099971563,12.15791209996678,15.14119849994313,15.14119849994313,15.124799699988216,None,0,15.127980599994771,15.14119849994313,15.691183399991132,15.624802100006491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_036_F_NUT.png,0,0,J,J,up,V,X,O,O,O,K,2,x,1,1,0,x,1,0.8819652999518439,None,up,1,1.0056173999328166,None,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.691183399991132,,,,,,,,,15.677733500022441,15.691183399991132,17.141159299993888,17.141159299993888,17.641148900031112,17.641148900031112,18.391141599975526,18.391141599975526,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,18.89113390003331,3.232581299962476,3.2494788999902084,19.09112939995248,19.09112939995248,19.09112939995248,19.09112939995248,19.09112939995248,19.09112939995248,19.09112939995248,19.775045200018212,x,1,0.8819652999518439,None,19.776430599973537,19.791119499946944,20.274446700001135,20.274446700001135,20.29110040003434,,,21.291600299999118,up,1,21.294802299933508,21.307752199936658,21.857757300022058,21.79132970003411,1.0056173999328166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_086_M_NUT.png,0,1,G,G,up,O,V,N,O,Z,O,1,n,2,2,0,None,0,,,up,1,1.566762699978426,None,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.857757300022058,,,,,,,,,21.843132599955425,21.857757300022058,23.291067200014368,23.291067200014368,23.79104289994575,23.79104289994575,24.541043099947274,24.541043099947274,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,25.041037800023332,3.2327479000668973,3.2496324999956414,25.24103249993641,25.24103249993641,25.24103249993641,25.24103249993641,25.24103249993641,25.24103249993641,25.24103249993641,27.22458179993555,None,0,,,27.2283745999448,27.240987699944526,27.72432729997672,27.72432729997672,27.740985599928536,,,29.291634100023657,up,1,29.291915499954484,29.30763149994891,29.857615699991584,29.791223000036553,1.566762699978426,None,27.240987699944526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_029_F_NUT.png,0,0,T,T,up,H,O,O,X,O,W,2,x,3,3,0,x,1,0.9784507000586018,None,up,1,0.9009360000491142,None,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.857615699991584,,,,,,,,,29.84636229998432,29.857615699991584,31.290924199973233,31.290924199973233,31.79091919993516,31.79091919993516,32.54091119999066,32.54091119999066,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,33.04089559998829,3.232586199999787,3.249475199962035,33.24089100002311,33.24089100002311,33.24089100002311,33.24089100002311,33.24089100002311,33.24089100002311,33.24089100002311,34.02479769999627,x,1,0.9784507000586018,None,34.02864219993353,34.040885300026275,34.52421229996253,34.52421229996253,34.54087229992729,,,35.44136689999141,up,1,35.44165209995117,35.45753459993284,36.00751579995267,35.941129899933,0.9009360000491142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_017_F_NUT.png,0,0,D,D,up,Z,O,N,H,O,O,2,n,4,4,0,x,0,1.5426256000064313,None,up,1,0.8588755000382662,None,,,,,,,,,,,,,,,,,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00751579995267,,,,,,,,,35.98981429997366,36.00751579995267,37.44081579998601,37.44081579998601,37.94080360000953,37.94080360000953,38.69077680003829,38.69077680003829,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,39.19078960001934,3.2327299000462517,3.249642000067979,39.39078070002142,39.39078070002142,39.39078070002142,39.39078070002142,39.39078070002142,39.39078070002142,39.39078070002142,40.74129609996453,x,0,1.5426256000064313,None,40.74388490000274,40.75742709997576,41.240745099959895,41.240745099959895,41.257419700035825,,,42.10806649993174,up,1,42.10835320001934,42.124079899978824,42.674098299932666,42.607751599978656,0.8588755000382662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_097_M_NUT.png,0,1,Y,Y,up,N,O,W,Z,O,O,1,n,5,5,0,None,0,,,None,0,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.674098299932666,,,,,,,,,42.6557508999249,42.674098299932666,44.10739969997667,44.10739969997667,44.60735399997793,44.60735399997793,45.36404449993279,45.36404449993279,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,45.85771080001723,3.233023399952799,3.2503466999623924,46.057518500019796,46.057518500019796,46.057518500019796,46.057518500019796,46.057518500019796,46.057518500019796,46.057518500019796,48.0415635999525,None,0,,,48.04448199993931,48.05753420002293,48.540843899943866,48.540843899943866,48.557498099980876,51.54076519992668,51.54076519992668,51.52610369992908,None,0,51.52870939997956,51.54076519992668,52.10562549997121,52.02596809994429,,,48.05753420002293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_142_F_NUT.png,0,0,B,M,down,O,W,O,O,K,X,2,x,6,6,0,x,1,0.8080698999110609,None,down,1,1.1611114999977872,None,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.10562549997121,,,,,,,,,52.10249850002583,52.10562549997121,53.544992799987085,53.544992799987085,54.04467690002639,54.04467690002639,54.79073559993412,54.79073559993412,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,55.294823899981566,3.2365677000489086,3.253827500040643,55.494136399938725,55.494136399938725,55.494136399938725,55.494136399938725,55.494136399938725,55.494136399938725,55.494136399938725,56.109108299948275,x,1,0.8080698999110609,None,56.11719389993232,56.124215699965134,56.62569839996286,56.62569839996286,56.62569839996286,,,57.791720299981534,down,1,57.7937205999624,57.80812599998899,58.36356710002292,58.29166470002383,1.1611114999977872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_183_F_NUT.png,0,0,H,J,down,O,O,Z,V,O,X,2,x,7,7,0,x,1,0.7462043999694288,None,up,0,1.7229105000151321,None,,,,,,,,,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.36356710002292,,,,,,,,,58.3595084999688,58.36356710002292,59.791234600008465,59.791234600008465,60.29121930000838,60.29121930000838,61.0412071000319,61.0412071000319,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,61.54097390000243,3.232886700076051,3.2499385999981314,61.741003899951465,61.741003899951465,61.741003899951465,61.741003899951465,61.741003899951465,61.741003899951465,61.741003899951465,62.29276119999122,x,1,0.7462043999694288,None,62.29656069993507,62.307250699959695,62.8076066999929,62.8076066999929,62.8076066999929,,,64.5416490000207,up,0,64.54331079998519,64.55715180002153,65.12355489993934,65.04246779996902,1.7229105000151321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
1,DST_116_M_NUT.png,0,1,Z,B,down,O,O,W,N,Z,O,1,n,8,8,0,n,1,1.0834413999691606,None,down,1,1.2894794000312686,None,,,,,,,,,,,,,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.12355489993934,,,,,,,,,65.12058989994694,65.12355489993934,66.5409581999993,66.5409581999993,67.04118519998156,67.04118519998156,67.80727210000623,67.80727210000623,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,68.29098309995607,3.2326500000199303,3.250109600019641,68.49094199994579,68.49094199994579,68.49094199994579,68.49094199994579,68.49094199994579,68.49094199994579,68.49094199994579,69.37709470000118,n,1,1.0834413999691606,None,69.3811357000377,69.39134999993257,69.89110909996089,69.89110909996089,69.89110909996089,,,71.19272359996103,down,1,71.19761909998488,71.20704739994835,71.74768549995497,71.69216179999057,1.2894794000312686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BACsWMP15,001,2026-01-14_15h22.23.552,WM-Letters,2024.2.4,60.11963809493988,2026-01-14 15h22.37.929357 +0530,
