srn,face,emotion,Gender,workmem,wmq,wmans,T1,T2,T3,T4,T5,T6,trig,pans,thisN,thisTrialN,thisRepN,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,block4.thisRepN,block4.thisTrialN,block4.thisN,block4.thisIndex,block5.thisRepN,block5.thisTrialN,block5.thisN,block5.thisIndex,block6.thisRepN,block6.thisTrialN,block6.thisN,block6.thisIndex,block7.thisRepN,block7.thisTrialN,block7.thisN,block7.thisIndex,block8.thisRepN,block8.thisTrialN,block8.thisN,block8.thisIndex,block9.thisRepN,block9.thisTrialN,block9.thisN,block9.thisIndex,block10.thisRepN,block10.thisTrialN,block10.thisN,block10.thisIndex,block11.thisRepN,block11.thisTrialN,block11.thisN,block11.thisIndex,block12.thisRepN,block12.thisTrialN,block12.thisN,block12.thisIndex,thisRow.t,notes,Instruction.started,text.started,key_resp.started,Instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trail.started,Cross.started,Cross.stopped,workingMemory.started,workingMemory.stopped,Mask.started,Mask.stopped,cross2.started,cross2.stopped,face_image.started,p1.started,p2.started,p3.started,p4.started,p5.started,p6.started,p_port.started,key_resp_2.started,p_port.stopped,face_image.stopped,p1.stopped,p2.stopped,p3.stopped,p4.stopped,p5.stopped,p6.stopped,trail.stopped,trials.key_resp_2.keys,trials.key_resp_2.corr,trials.key_resp_2.rt,trials.key_resp_2.duration,feedback.started,msg1.started,text_3.started,key_resp_3.started,msg1.stopped,feedback.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,feedback2.started,text_4.started,text_4.stopped,feedback2.stopped,break_2.started,text_2.started,key_resp_4.started,break_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trail2.started,crossH.started,crossH.stopped,workingMemory_2.started,workingMemory_2.stopped,Mask_2.started,Mask_2.stopped,cross2_2.started,cross2_2.stopped,face_image_2.started,p1_2.started,p2_2.started,p3_2.started,p4_2.started,p5_2.started,p6_2.started,p_port_2.started,key_resp_5.started,p_port_2.stopped,face_image_2.stopped,p1_2.stopped,p2_2.stopped,p3_2.stopped,p4_2.stopped,p5_2.stopped,p6_2.stopped,trail2.stopped,trials_2.key_resp_5.keys,trials_2.key_resp_5.corr,trials_2.key_resp_5.rt,trials_2.key_resp_5.duration,Feedback3.started,text_7.started,text_8.started,key_resp_7.started,text_7.stopped,Feedback3.stopped,trials_2.key_resp_7.keys,trials_2.key_resp_7.corr,trials_2.key_resp_7.rt,trials_2.key_resp_7.duration,feedback4.started,text_9.started,text_9.stopped,feedback4.stopped,mainEXPstart.started,text_6.started,key_resp_6.started,mainEXPstart.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,block1.key_resp_2.keys,block1.key_resp_2.corr,block1.key_resp_2.rt,block1.key_resp_2.duration,block1.key_resp_3.keys,block1.key_resp_3.corr,block1.key_resp_3.rt,block1.key_resp_3.duration,block2.key_resp_5.keys,block2.key_resp_5.corr,block2.key_resp_5.rt,block2.key_resp_5.duration,block2.key_resp_7.keys,block2.key_resp_7.corr,block2.key_resp_7.rt,block2.key_resp_7.duration,block3.key_resp_2.keys,block3.key_resp_2.corr,block3.key_resp_2.rt,block3.key_resp_2.duration,block3.key_resp_3.keys,block3.key_resp_3.corr,block3.key_resp_3.rt,block3.key_resp_3.duration,block4.key_resp_5.keys,block4.key_resp_5.corr,block4.key_resp_5.rt,block4.key_resp_5.duration,block4.key_resp_7.keys,block4.key_resp_7.corr,block4.key_resp_7.rt,block4.key_resp_7.duration,block5.key_resp_2.keys,block5.key_resp_2.corr,block5.key_resp_2.rt,block5.key_resp_2.duration,block5.key_resp_3.keys,block5.key_resp_3.corr,block5.key_resp_3.rt,block5.key_resp_3.duration,block6.key_resp_5.keys,block6.key_resp_5.corr,block6.key_resp_5.rt,block6.key_resp_5.duration,block6.key_resp_7.keys,block6.key_resp_7.corr,block6.key_resp_7.rt,block6.key_resp_7.duration,block7.key_resp_2.keys,block7.key_resp_2.corr,block7.key_resp_2.rt,block7.key_resp_2.duration,block7.key_resp_3.keys,block7.key_resp_3.corr,block7.key_resp_3.rt,block7.key_resp_3.duration,block8.key_resp_5.keys,block8.key_resp_5.corr,block8.key_resp_5.rt,block8.key_resp_5.duration,block8.key_resp_7.keys,block8.key_resp_7.corr,block8.key_resp_7.rt,block8.key_resp_7.duration,block9.key_resp_2.keys,block9.key_resp_2.corr,block9.key_resp_2.rt,block9.key_resp_2.duration,block9.key_resp_3.keys,block9.key_resp_3.corr,block9.key_resp_3.rt,block9.key_resp_3.duration,block10.key_resp_5.keys,block10.key_resp_5.corr,block10.key_resp_5.rt,block10.key_resp_5.duration,block10.key_resp_7.keys,block10.key_resp_7.corr,block10.key_resp_7.rt,block10.key_resp_7.duration,block11.key_resp_2.keys,block11.key_resp_2.corr,block11.key_resp_2.rt,block11.key_resp_2.duration,block11.key_resp_3.keys,block11.key_resp_3.corr,block11.key_resp_3.rt,block11.key_resp_3.duration,block12.key_resp_5.keys,block12.key_resp_5.corr,block12.key_resp_5.rt,block12.key_resp_5.duration,block12.key_resp_7.keys,block12.key_resp_7.corr,block12.key_resp_7.rt,block12.key_resp_7.duration,end.started,text_5.started,text_5.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012547099999665100,0.029059999999844900,0.029059999999844900,47.668874499999700,space,47.570875200000000,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.27547620000000,210.2918094000000,210.2918094000000,237.49180960000000,space,27.18803919999980,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_026_M_NUT.png,0,1,3,0,down,O,O,O,X,O,O,1,x,0,0,0,x,1,0.626492099999723,None,down,1,0.5175036999999070,None,,,,,,,,,,,,,,,,,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.55797990000000,,,,,,,,,237.54408970000000,237.55797990000000,238.99127370000000,238.99127370000000,239.49126950000000,239.49126950000000,240.24125540000000,240.24125540000000,240.74124690000000,240.74124690000000,240.74124690000000,240.74124690000000,240.74124690000000,240.74124690000000,240.74124690000000,240.74124690000000,3.23276130000022,240.74124690000000,3.249651900000120,240.94121160000000,240.94121160000000,240.94121160000000,240.94121160000000,240.94121160000000,240.94121160000000,240.94121160000000,241.37516060000000,,,,,241.37654940000000,241.3912322000000,241.8745542000000,241.8745542000000,241.8912176000000,242.4084099000000,,,,,242.40870290000000,242.4245492,243.04120810000000,242.90814380000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.626492099999723,None,down,1,0.5175036999999070,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_142_F_HPY.png,1,0,7,7,up,O,O,N,O,O,O,4,n,1,1,0,n,1,0.6976627999997620,None,up,1,0.5703207000001390,None,,,,,,,,,,,,,,,,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.04120810000000,,,,,,,,,243.02172110000000,243.04120810000000,244.4078468000000,244.4078468000000,244.90783300000000,244.90783300000000,245.65782440000000,245.65782440000000,246.15781880000000,246.15781880000000,246.15781880000000,246.15781880000000,246.15781880000000,246.15781880000000,246.15781880000000,246.15781880000000,3.2327104000000900,246.15781880000000,3.249617400000260,246.35781560000000,246.35781560000000,246.35781560000000,246.35781560000000,246.35781560000000,246.35781560000000,246.35781560000000,246.85843030000000,,,,,246.8598121,246.87444180000000,247.35778920000000,247.35778920000000,247.37444780000000,247.9416268,,,,,247.94191460000000,247.95778120000000,248.5077708000000,248.44136910000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.6976627999997620,None,up,1,0.5703207000001390,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_048_M_HPY.png,1,1,9,9,up,X,O,O,O,O,O,3,x,2,2,0,x,1,0.628425899999911,None,up,1,0.48003419999986400,None,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.5077708000000,,,,,,,,,248.4869995000000,248.5077708000000,249.94108310000000,249.94108310000000,250.44106010000000,250.44106010000000,251.19105790000000,251.19105790000000,251.69105580000000,251.69105580000000,251.69105580000000,251.69105580000000,251.69105580000000,251.69105580000000,251.69105580000000,251.69105580000000,3.2327212000000100,251.69105580000000,3.249639600000140,251.89103710000000,251.89103710000000,251.89103710000000,251.89103710000000,251.89103710000000,251.89103710000000,251.89103710000000,252.3250368000000,,,,,252.32642170000000,252.34105580000000,252.8243512000000,252.8243512000000,252.84102250000000,253.3083133,,,,,253.3086061000000,253.32434760000000,253.8743329000000,253.80794720000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.628425899999911,None,up,1,0.48003419999986400,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_183_F_NUT.png,0,0,8,7,down,O,O,O,O,O,X,2,x,3,3,0,x,1,1.9423339999998500,None,down,1,0.5398801999999710,None,,,,,,,,,,,,,,,,,0,3,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.8743329000000,,,,,,,,,253.85981570000000,253.8743329000000,255.3076475000000,255.3076475000000,255.80762910000000,255.80762910000000,256.5576227000000,256.5576227000000,257.0576151,257.0576151,257.0576151,257.0576151,257.0576151,257.0576151,257.0576151,257.0576151,3.2326176999999900,257.0576151,3.2495057000001000,257.2576206000000,257.2576206000000,257.2576206000000,257.2576206000000,257.2576206000000,257.2576206000000,257.2576206000000,259.0081818000000,,,,,259.0095456000000,259.0242161000000,259.5075642000000,259.5075642000000,259.5242338000000,260.05809360000000,,,,,260.05839080000000,260.07422660000000,260.6575457000000,260.55780490000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,1.9423339999998500,None,down,1,0.5398801999999710,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_031_M_HPY.png,1,1,9,9,up,X,O,O,O,O,O,3,x,4,4,0,x,1,0.49638139999979100,None,up,1,0.43198819999997800,None,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6575457000000,,,,,,,,,260.6417278000000,260.6575457000000,262.05751540000000,262.05751540000000,262.5575339000000,262.5575339000000,263.307499,263.307499,263.80745320000000,263.80745320000000,263.80745320000000,263.80745320000000,263.80745320000000,263.80745320000000,263.80745320000000,263.80745320000000,3.2326671000000700,263.80745320000000,3.249589300000030,264.0074832,264.0074832,264.0074832,264.0074832,264.0074832,264.0074832,264.0074832,264.3080247000000,,,,,264.30936410000000,264.3241176000000,264.80744020000000,264.80744020000000,264.82413420000000,265.24138920000000,,,,,265.2416782,265.2574614,265.80745580000000,265.7410304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.49638139999979100,None,up,1,0.43198819999997800,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_086_M_NUT.png,0,1,6,6,up,O,O,N,O,O,O,1,n,5,5,0,n,1,0.5929117000000590,None,up,1,0.4294470999998340,None,,,,,,,,,,,,,,,,,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.80745580000000,,,,,,,,,265.7891905000000,265.80745580000000,267.2407646000000,267.2407646000000,267.74072750000000,267.74072750000000,268.4907539000000,268.4907539000000,268.9907303,268.9907303,268.9907303,268.9907303,268.9907303,268.9907303,268.9907303,268.9907303,3.232650399999780,268.9907303,3.2495466999998800,269.1907300000000,269.1907300000000,269.1907300000000,269.1907300000000,269.1907300000000,269.1907300000000,269.1907300000000,269.59125050000000,,,,,269.59261660000000,269.60738190000000,270.09071050000000,270.09071050000000,270.1073716000000,270.52461290000000,,,,,270.52489640000000,270.5407037,271.09070650000000,271.02427840000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.5929117000000590,None,up,1,0.4294470999998340,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_029_F_NUT.png,0,0,9,6,down,O,O,O,X,O,O,2,x,6,6,0,x,1,0.7095180000001160,None,down,1,0.5729671000003690,None,,,,,,,,,,,,,,,,,0,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.09070650000000,,,,,,,,,271.0745772,271.09070650000000,272.52400210000000,272.52400210000000,273.02398300000000,273.02398300000000,273.7739721000000,273.7739721000000,274.2739732,274.2739732,274.2739732,274.2739732,274.2739732,274.2739732,274.2739732,274.2739732,3.2326693000000000,274.2739732,3.2495684999999000,274.4739590000000,274.4739590000000,274.4739590000000,274.4739590000000,274.4739590000000,274.4739590000000,274.4739590000000,274.9912209000000,,,,,274.9925553000000,275.0072840000000,275.49060870000000,275.49060870000000,275.5072704000000,276.07445230000000,,,,,276.0747433000000,276.09060250000000,276.6405925000000,276.57419090000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,1,0.7095180000001160,None,down,1,0.5729671000003690,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
1,DST_016_M_NUT.png,0,1,3,4,down,O,O,O,O,O,N,1,n,7,7,0,n,1,0.9600310000000720,None,down,1,0.46087139999963300,None,,,,,,,,,,,,,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.6405925000000,,,,,,,,,276.62294840000000,276.6405925000000,278.0738853000000,278.0738853000000,278.57388280000000,278.57388280000000,279.32389050000000,279.32389050000000,279.82386180000000,279.82386180000000,279.82386180000000,279.82386180000000,279.82386180000000,279.82386180000000,279.82386180000000,279.82386180000000,3.232720900000000,279.82386180000000,3.2496948999996700,280.02385620000000,280.02385620000000,280.02385620000000,280.02385620000000,280.02385620000000,280.02385620000000,280.02385620000000,280.79110810000000,,,,,280.79247340000000,280.80718080000000,281.29048510000000,281.29048510000000,281.3071497000000,281.75774010000000,,,,,281.75803800000000,281.77382100000000,282.3238085000000,282.25739670000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,0.9600310000000720,None,down,1,0.46087139999963300,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TItiksha,1,2025-08-26_11h44.05.033,Working memory task,2024.2.4,61.11864228604080,2025-08-26 11h44.18.587538 +0530,
